start_time,peak_time,end_time,peak_amplitude_z,peak_amplitude_power,duration_ms,abs_start_sample,abs_peak_sample,abs_end_sample,epoch_rel_start_sample,epoch_rel_peak_sample,epoch_rel_end_sample,peak_frequency_hz,n_cycles,peak_phase_rad,iri_s,shank,area,reference_channel_idx,epoch_idx,state_code,state_name
121.9705,121.9917,122.0109,11.7092,2979.0507,40.3995,304930,304983,305031,304930,304983,305031,161.2923,6.5806,2.9766,118.3118,1,CA3,14,0,0,Awake
252.1866,252.2098,252.2310,29.1817,7418.7715,44.3995,630474,630532,630585,630474,630532,630585,161.2923,7.2258,3.1393,48.3402,1,CA3,14,0,0,Awake
258.0037,258.0257,258.0469,15.7272,4010.7677,43.1995,645017,645072,645125,645017,645072,645125,120.9692,5.2742,3.1230,5.8159,1,CA3,14,0,0,Awake
277.2822,277.3042,277.3250,18.4327,4700.7786,42.7995,693214,693269,693321,693214,693269,693321,120.9692,5.2258,3.0873,19.2786,1,CA3,14,0,0,Awake
292.7681,292.7877,292.8101,19.9472,5047.5740,41.9995,731929,731978,732034,731929,731978,732034,120.9692,5.1290,-3.0395,15.4834,1,CA3,14,0,0,Awake
297.0888,297.1076,297.1296,12.0414,3033.0094,40.7995,742731,742778,742833,742731,742778,742833,120.9692,4.9839,3.0711,4.3199,1,CA3,14,0,0,Awake
356.6093,356.6301,356.6501,14.0197,3575.3718,40.7995,891534,891586,891636,891534,891586,891636,120.9692,4.9839,-2.9948,59.5225,1,CA3,14,0,0,Awake
472.3471,472.3707,472.3915,19.3271,4891.6977,44.3995,1180882,1180941,1180993,1180882,1180941,1180993,120.9692,5.4194,3.0973,115.7406,1,CA3,14,0,0,Awake
480.2066,480.2242,480.2478,12.6056,3173.7019,41.1995,1200531,1200575,1200634,1200531,1200575,1200634,120.9692,5.0323,3.0665,7.8535,1,CA3,14,0,0,Awake
500.5891,500.6055,500.6427,4.8148,1212.9220,53.5994,1251488,1251529,1251622,1251488,1251529,1251622,120.9692,6.5323,-3.0817,20.3814,1,CA3,14,0,0,Awake
518.4309,518.4533,518.4757,26.2993,6706.9579,44.7995,1296093,1296149,1296205,1296093,1296149,1296205,120.9692,5.4677,3.0813,17.8478,1,CA3,14,0,0,Awake
541.5275,541.5475,541.5719,17.2365,4363.3865,44.3995,1353835,1353885,1353946,1353835,1353885,1353946,120.9692,5.4194,3.0583,23.0941,1,CA3,14,0,0,Awake
549.7166,549.7510,549.7622,4.2034,927.7077,45.5994,1374308,1374394,1374422,1374308,1374394,1374422,120.9692,5.5645,3.1354,8.2035,1,CA3,14,0,0,Awake
574.1507,574.1707,574.1923,11.4948,2891.3284,41.5995,1435394,1435444,1435498,1435394,1435444,1435498,120.9692,5.0806,3.0862,24.4197,1,CA3,14,0,0,Awake
618.9189,618.9417,618.9649,13.4287,3424.6360,45.9994,1547316,1547373,1547431,1547316,1547373,1547431,120.9692,5.6129,-2.9872,44.7711,1,CA3,14,0,0,Awake
619.7381,619.7585,619.7829,18.5675,4646.3711,44.7995,1549364,1549415,1549476,1549364,1549415,1549476,120.9692,5.4677,-2.9546,0.8168,1,CA3,14,0,0,Awake
621.0673,621.0905,621.1105,6.3115,1605.0309,43.1995,1552687,1552745,1552795,1552687,1552745,1552795,120.9692,5.2742,3.0492,1.3320,1,CA3,14,0,0,Awake
630.9752,630.9976,631.0192,12.5582,3199.4970,43.9995,1577457,1577513,1577567,1577457,1577513,1577567,120.9692,5.3710,-3.1173,9.9071,1,CA3,14,0,0,Awake
710.0234,710.1006,710.1090,5.3240,1035.1276,85.5990,1775080,1775273,1775294,1775080,1775273,1775294,120.9692,10.4032,3.1156,79.1030,1,CA3,14,0,0,Awake
800.4767,800.4899,800.5299,8.7165,1742.2873,53.1994,2001216,2001249,2001349,2001216,2001249,2001349,120.9692,6.4839,-3.0450,90.3893,1,CA3,14,0,0,Awake
888.1217,888.1449,888.1681,11.5458,2943.9578,46.3994,2220331,2220389,2220447,2220331,2220389,2220447,120.9692,5.6613,3.0976,87.6549,1,CA3,14,0,0,Awake
967.1327,967.1535,967.1767,22.3363,5678.7132,43.9995,2417861,2417913,2417971,2417861,2417913,2417971,120.9692,5.3710,-3.0375,79.0086,1,CA3,14,0,0,Awake
1000.0163,1000.0379,1000.0603,26.0796,6645.8804,43.9995,2500071,2500125,2500181,2500071,2500125,2500181,120.9692,5.3710,3.0655,32.8844,1,CA3,14,0,0,Awake
1035.5047,1035.5251,1035.5451,14.2434,3632.4087,40.3995,2588793,2588844,2588894,2588793,2588844,2588894,120.9692,4.9355,3.0761,35.4872,1,CA3,14,0,0,Awake
1065.9967,1066.0167,1066.0395,16.3690,4144.3361,42.7995,2665024,2665074,2665131,2665024,2665074,2665131,120.9692,5.2258,-2.9341,30.4916,1,CA3,14,0,0,Awake
1085.0369,1085.0569,1085.0829,4.2428,1071.4924,45.9994,2712625,2712675,2712740,2712625,2712675,2712740,120.9692,5.6129,-3.0965,19.0402,1,CA3,14,0,0,Awake
1135.1311,1135.1547,1135.1715,8.2740,2037.2216,40.3995,2837862,2837921,2837963,2837862,2837921,2837963,120.9692,4.9355,-3.0523,50.0978,1,CA3,14,0,0,Awake
1196.3291,1196.3499,1196.3703,7.1893,1829.7813,41.1995,2990859,2990911,2990962,2990859,2990911,2990962,120.9692,5.0323,-3.1299,61.1953,1,CA3,14,0,0,Awake
1256.1900,1256.2104,1256.2312,16.0276,4085.6248,41.1995,3140513,3140564,3140616,3140513,3140564,3140616,120.9692,5.0323,-2.9743,59.8605,1,CA3,14,0,0,Awake
1544.5561,1544.5689,1544.6001,5.3034,1262.8790,43.9995,3861437,3861469,3861547,3861437,3861469,3861547,120.9692,5.3710,3.0691,288.3585,1,CA3,14,0,0,Awake
1615.9281,1615.9701,1615.9781,5.4054,793.7983,49.9994,4039869,4039974,4039994,4039869,4039974,4039994,120.9692,6.0968,3.1048,71.4011,1,CA3,14,0,0,Awake
1715.6941,1715.7153,1715.7365,6.7554,1714.4943,42.3995,4289287,4289340,4289393,4289287,4289340,4289393,120.9692,5.1774,-3.1254,99.7452,1,CA3,14,0,0,Awake
1718.4300,1718.4460,1718.4732,4.4589,1116.3648,43.1995,4296127,4296167,4296235,4296127,4296167,4296235,120.9692,5.2742,-3.0566,2.7308,1,CA3,14,0,0,Awake
1787.1428,1787.1612,1787.1836,7.4307,1890.3142,40.7995,4467911,4467957,4468013,4467911,4467957,4468013,120.9692,4.9839,2.9450,68.7152,1,CA3,14,0,0,Awake
1815.0809,1815.0997,1815.1229,15.7250,3922.5990,41.9995,4537757,4537804,4537862,4537757,4537804,4537862,120.9692,5.1290,-2.7832,27.9385,1,CA3,14,0,0,Awake
2207.1865,2207.2065,2207.2277,16.6061,4223.1090,41.1995,5518033,5518083,5518136,5518033,5518083,5518136,120.9692,5.0323,-3.0728,67.0220,1,CA3,14,0,0,Awake
2252.5144,2252.5284,2252.5584,4.8733,1134.8848,43.9995,5631354,5631389,5631464,5631354,5631389,5631464,120.9692,5.3710,-3.0940,45.3219,1,CA3,14,0,0,Awake
2289.3763,2289.3903,2289.4187,9.7187,2192.8520,42.3995,5723510,5723545,5723616,5723510,5723545,5723616,120.9692,5.1774,-2.9736,36.8620,1,CA3,14,0,0,Awake
2292.2383,2292.2595,2292.2803,17.6455,4500.0343,41.9995,5730665,5730718,5730770,5730665,5730718,5730770,120.9692,5.1290,3.0823,2.8692,1,CA3,14,0,0,Awake
2336.3057,2336.3273,2336.3485,19.0506,4853.4064,42.7995,5840835,5840889,5840942,5840835,5840889,5840942,120.9692,5.2258,2.9145,44.0679,1,CA3,14,0,0,Awake
2367.9674,2367.9870,2368.0102,20.4709,5142.8628,42.7995,5919990,5920039,5920097,5919990,5920039,5920097,120.9692,5.2258,-3.0674,31.6596,1,CA3,14,0,0,Awake
2501.0146,2501.0354,2501.0578,18.5744,4726.2195,43.1995,6252612,6252664,6252720,6252612,6252664,6252720,120.9692,5.2742,-3.0792,133.0484,1,CA3,14,0,0,Awake
2545.6816,2545.7036,2545.7236,18.7671,4774.7360,41.9995,6364281,6364336,6364386,6364281,6364336,6364386,120.9692,5.1290,-3.1181,44.6683,1,CA3,14,0,0,Awake
2583.7656,2583.7852,2583.8072,14.5576,3698.1171,41.5995,6459492,6459541,6459596,6459492,6459541,6459596,120.9692,5.0806,3.1103,38.0815,1,CA3,14,0,0,Awake
2651.2883,2651.3215,2651.3411,4.1457,1050.3080,52.7994,6628301,6628384,6628433,6628301,6628384,6628433,120.9692,6.4355,-2.9647,67.5364,1,CA3,14,0,0,Awake
2656.8591,2656.8779,2656.8999,12.8290,3246.0798,40.7995,6642228,6642275,6642330,6642228,6642275,6642330,120.9692,4.9839,-3.0913,5.5563,1,CA3,14,0,0,Awake
2665.4046,2665.4174,2665.4458,5.0549,1118.7466,41.1995,6663592,6663624,6663695,6663592,6663624,6663695,120.9692,5.0323,-3.0444,8.5395,1,CA3,14,0,0,Awake
2822.4559,2822.4915,2822.5091,6.5321,1608.9917,53.1994,7056225,7056314,7056358,7056225,7056314,7056358,120.9692,6.4839,3.0424,157.0741,1,CA3,14,0,0,Awake
2957.6750,2957.6950,2957.7174,15.5734,3936.9112,42.3995,7394277,7394327,7394383,7394277,7394327,7394383,120.9692,5.1774,-2.8254,135.2036,1,CA3,14,0,0,Awake
3010.5728,3010.5952,3010.6160,7.4048,1885.8992,43.1995,7526523,7526579,7526631,7526523,7526579,7526631,120.9692,5.2742,3.1374,52.9002,1,CA3,14,0,0,Awake
3241.3500,3241.3572,3241.3904,4.9545,954.2094,40.3995,8103473,8103491,8103574,8103473,8103491,8103574,120.9692,4.9355,-3.1344,230.7620,1,CA3,14,0,0,Awake
3241.9592,3241.9896,3242.0000,4.4441,1000.0728,40.7995,8104996,8105072,8105098,8104996,8105072,8105098,120.9692,4.9839,-3.0701,0.6324,1,CA3,14,0,0,Awake
3523.5282,3523.5478,3523.5718,15.5381,3896.9621,43.5995,8808927,8808976,8809036,8808927,8808976,8809036,120.9692,5.3226,3.1398,281.5582,1,CA3,14,0,0,Awake
34.2272,34.2528,34.2676,5.7946,851.7900,40.3995,85569,85633,85670,85569,85633,85670,120.9692,4.9355,-3.0592,,2,CA3,52,0,0,Awake
67.0996,67.1228,67.1444,7.1484,1116.1685,44.7995,167751,167809,167863,167751,167809,167863,120.9692,5.4677,3.0378,32.8700,2,CA3,52,0,0,Awake
125.9537,125.9785,126.0005,4.6397,720.5004,46.7994,314888,314950,315005,314888,314950,315005,120.9692,5.7097,3.0797,50.5402,2,CA3,52,0,0,Awake
222.3585,222.3785,222.4065,11.9048,1812.6851,47.9994,555903,555953,556023,555903,555953,556023,120.9692,5.8548,2.9166,18.5090,2,CA3,52,0,0,Awake
231.6376,231.6656,231.6892,7.9917,1222.5914,51.5994,579101,579171,579230,579101,579171,579230,120.9692,6.2903,-3.0655,9.2871,2,CA3,52,0,0,Awake
250.6218,250.6450,250.6646,8.9699,1383.2731,42.7995,626562,626620,626669,626562,626620,626669,120.9692,5.2258,3.1245,18.9794,2,CA3,52,0,0,Awake
256.7421,256.7689,256.7833,5.9968,886.4839,41.1995,641863,641930,641966,641863,641930,641966,161.2923,6.7097,2.9148,6.1239,2,CA3,52,0,0,Awake
258.0045,258.0261,258.0465,11.8469,1857.3106,41.9995,645019,645073,645124,645019,645073,645124,120.9692,5.1290,-3.1038,1.2572,2,CA3,52,0,0,Awake
278.8486,278.8602,278.8914,6.1858,826.3808,42.7995,697130,697159,697237,697130,697159,697237,120.9692,5.2258,-3.1161,20.8341,2,CA3,52,0,0,Awake
317.5754,317.5994,317.6170,4.9810,775.4091,41.5995,793948,794008,794052,793948,794008,794052,120.9692,5.0806,-3.1244,38.7391,2,CA3,52,0,0,Awake
350.4830,350.5014,350.5254,8.3947,1310.7077,42.3995,876218,876264,876324,876218,876264,876324,120.9692,5.1774,-2.9085,32.9020,2,CA3,52,0,0,Awake
369.7051,369.7259,369.7571,4.2462,646.5803,51.9994,924274,924326,924404,924274,924326,924404,120.9692,6.3387,3.0869,19.2246,2,CA3,52,0,0,Awake
371.1743,371.2111,371.2351,5.1681,805.1223,60.7993,927947,928039,928099,927947,928039,928099,120.9692,7.4032,3.1389,1.4852,2,CA3,52,0,0,Awake
373.5231,373.5471,373.5675,8.9311,1389.4780,44.3995,933819,933879,933930,933819,933879,933930,120.9692,5.4194,-2.8936,2.3360,2,CA3,52,0,0,Awake
400.1660,400.1884,400.2328,4.1991,613.4763,66.7992,1000427,1000483,1000594,1000427,1000483,1000594,120.9692,8.1290,3.0301,26.6413,2,CA3,52,0,0,Awake
404.7959,404.8123,404.8635,5.1001,762.1276,67.5992,1012002,1012043,1012171,1012002,1012043,1012171,120.9692,8.2258,3.1001,4.6239,2,CA3,52,0,0,Awake
432.1200,432.1424,432.1668,5.8044,910.0664,46.7994,1080313,1080369,1080430,1080313,1080369,1080430,120.9692,5.7097,3.1144,27.3301,2,CA3,52,0,0,Awake
437.2675,437.2975,437.3131,6.3648,950.3434,45.5994,1093182,1093257,1093296,1093182,1093257,1093296,120.9692,5.5645,3.0929,5.1551,2,CA3,52,0,0,Awake
472.7795,472.8063,472.8207,4.8495,758.9197,41.1995,1181963,1182030,1182066,1181963,1182030,1182066,120.9692,5.0323,3.0722,35.5088,2,CA3,52,0,0,Awake
500.5847,500.6055,500.6483,10.4615,1627.7413,63.5992,1251477,1251529,1251636,1251477,1251529,1251636,120.9692,7.7419,3.1287,27.7993,2,CA3,52,0,0,Awake
508.2623,508.2831,508.3035,13.8848,2177.2238,41.1995,1270671,1270723,1270774,1270671,1270723,1270774,120.9692,5.0323,3.1063,7.6775,2,CA3,52,0,0,Awake
514.0122,514.0362,514.0542,10.1842,1574.9638,41.9995,1285046,1285106,1285151,1285046,1285106,1285151,120.9692,5.1290,-2.8877,5.7531,2,CA3,52,0,0,Awake
518.4325,518.4537,518.4757,18.2981,2868.3381,43.1995,1296097,1296150,1296205,1296097,1296150,1296205,120.9692,5.2742,3.0998,4.4175,2,CA3,52,0,0,Awake
529.5956,529.6212,529.6432,4.1631,641.6976,47.5994,1324005,1324069,1324124,1324005,1324069,1324124,120.9692,5.8065,3.0434,11.1675,2,CA3,52,0,0,Awake
541.5311,541.5479,541.5767,9.1427,1397.7908,45.5994,1353844,1353886,1353958,1353844,1353886,1353958,120.9692,5.5645,3.0514,11.9267,2,CA3,52,0,0,Awake
549.7110,549.7322,549.7662,7.4226,1121.0307,55.1993,1374294,1374347,1374432,1374294,1374347,1374432,120.9692,6.7258,3.1145,8.1843,2,CA3,52,0,0,Awake
565.4196,565.4620,565.4784,5.8288,897.4706,58.7993,1413566,1413672,1413713,1413566,1413672,1413713,120.9692,7.1613,3.0900,15.7298,2,CA3,52,0,0,Awake
574.1467,574.1711,574.1919,10.4889,1627.2359,45.1995,1435384,1435445,1435497,1435384,1435445,1435497,120.9692,5.5161,-2.9936,8.7091,2,CA3,52,0,0,Awake
582.5562,582.5934,582.6014,5.1082,531.1654,45.1995,1456408,1456501,1456521,1456408,1456501,1456521,120.9692,5.5161,3.0486,8.4223,2,CA3,52,0,0,Awake
590.9097,590.9321,590.9573,6.7451,1057.7816,47.5994,1477292,1477348,1477411,1477292,1477348,1477411,120.9692,5.8065,2.9631,8.3387,2,CA3,52,0,0,Awake
618.9181,618.9413,618.9649,9.6228,1504.5655,46.7994,1547314,1547372,1547431,1547314,1547372,1547431,120.9692,5.7097,3.0286,28.0093,2,CA3,52,0,0,Awake
619.7389,619.7589,619.7805,9.6478,1497.5575,41.5995,1549366,1549416,1549470,1549366,1549416,1549470,120.9692,5.0806,-2.9929,0.8176,2,CA3,52,0,0,Awake
621.0653,621.0905,621.1153,9.8728,1515.4407,49.9994,1552682,1552745,1552807,1552682,1552745,1552807,120.9692,6.0968,3.0755,1.3316,2,CA3,52,0,0,Awake
630.9756,630.9976,631.0212,15.4971,2424.1255,45.5994,1577458,1577513,1577572,1577458,1577513,1577572,120.9692,5.5645,2.9272,9.9071,2,CA3,52,0,0,Awake
633.6455,633.6687,633.6871,13.2508,2036.3447,41.5995,1584133,1584191,1584237,1584133,1584191,1584237,120.9692,5.0806,3.0327,2.6712,2,CA3,52,0,0,Awake
647.1226,647.1374,647.1726,5.5204,792.2771,49.9994,1617826,1617863,1617951,1617826,1617863,1617951,120.9692,6.0968,-3.0909,13.4686,2,CA3,52,0,0,Awake
710.0158,710.1006,710.1138,8.4052,1070.1724,97.9988,1775061,1775273,1775306,1775061,1775273,1775306,120.9692,11.9032,3.1262,62.9632,2,CA3,52,0,0,Awake
721.3937,721.4173,721.4477,6.0097,917.2998,53.9993,1803506,1803565,1803641,1803506,1803565,1803641,120.9692,6.5806,-3.0484,11.3167,2,CA3,52,0,0,Awake
743.9926,744.0050,744.0490,4.4842,689.5369,56.3993,1860004,1860035,1860145,1860004,1860035,1860145,120.9692,6.8710,3.0196,22.5877,2,CA3,52,0,0,Awake
768.2023,768.2195,768.2443,5.4962,857.2774,41.9995,1920529,1920572,1920634,1920529,1920572,1920634,120.9692,5.1290,-2.9321,24.2145,2,CA3,52,0,0,Awake
800.4739,800.4899,800.5303,14.9049,1820.3288,56.3993,2001209,2001249,2001350,2001209,2001249,2001350,120.9692,6.8710,-3.0551,32.2704,2,CA3,52,0,0,Awake
842.2122,842.2242,842.2794,4.4075,538.4497,67.1992,2105556,2105586,2105724,2105556,2105586,2105724,120.9692,8.1774,-2.9932,41.7343,2,CA3,52,0,0,Awake
867.4179,867.4307,867.4659,6.2781,843.5447,47.9994,2168571,2168603,2168691,2168571,2168603,2168691,161.2923,7.8065,3.0139,25.2065,2,CA3,52,0,0,Awake
871.2663,871.2879,871.3195,4.1015,610.1984,53.1994,2178192,2178246,2178325,2178192,2178246,2178325,120.9692,6.4839,2.9089,3.8572,2,CA3,52,0,0,Awake
888.1193,888.1449,888.1725,20.5773,3224.5230,53.1994,2220325,2220389,2220458,2220325,2220389,2220458,120.9692,6.4839,-3.1392,16.8570,2,CA3,52,0,0,Awake
905.9358,905.9530,905.9766,7.8919,1225.8703,40.7995,2264867,2264910,2264969,2264867,2264910,2264969,120.9692,4.9839,-3.1363,17.8082,2,CA3,52,0,0,Awake
910.6462,910.6606,910.6898,8.9618,1258.9403,43.5995,2276643,2276679,2276752,2276643,2276679,2276752,120.9692,5.3226,3.0406,4.7075,2,CA3,52,0,0,Awake
930.9471,930.9783,930.9923,4.1062,626.0938,45.1995,2327396,2327474,2327509,2327396,2327474,2327509,120.9692,5.5161,-3.0154,20.3178,2,CA3,52,0,0,Awake
967.1335,967.1539,967.1791,26.6383,4125.5405,45.5994,2417863,2417914,2417977,2417863,2417914,2417977,120.9692,5.5645,-3.1227,36.1756,2,CA3,52,0,0,Awake
981.2193,981.2357,981.2601,8.1156,1213.7987,40.7995,2453078,2453119,2453180,2453078,2453119,2453180,120.9692,4.9839,-2.9343,14.0818,2,CA3,52,0,0,Awake
990.0912,990.1168,990.1380,5.0694,783.3372,46.7994,2475258,2475322,2475375,2475258,2475322,2475375,120.9692,5.7097,-3.1361,8.8811,2,CA3,52,0,0,Awake
994.1548,994.1876,994.2080,4.1792,655.3183,53.1994,2485417,2485499,2485550,2485417,2485499,2485550,120.9692,6.4839,-3.1049,4.0708,2,CA3,52,0,0,Awake
1001.5243,1001.5335,1001.5727,7.5666,685.6603,48.3994,2503841,2503864,2503962,2503841,2503864,2503962,120.9692,5.9032,3.0497,7.3459,2,CA3,52,0,0,Awake
1008.7338,1008.7538,1008.7754,6.1133,955.6007,41.5995,2521865,2521915,2521969,2521865,2521915,2521969,120.9692,5.0806,-3.1202,7.2203,2,CA3,52,0,0,Awake
1018.7801,1018.7993,1018.8285,5.0722,782.1620,48.3994,2546981,2547029,2547102,2546981,2547029,2547102,120.9692,5.9032,-3.1291,10.0455,2,CA3,52,0,0,Awake
1019.6801,1019.7897,1019.8021,4.4764,694.1562,121.9985,2549231,2549505,2549536,2549231,2549505,2549536,120.9692,14.8065,3.0822,0.9904,2,CA3,52,0,0,Awake
1030.1307,1030.1531,1030.1747,10.2527,1604.9755,43.9995,2575358,2575414,2575468,2575358,2575414,2575468,120.9692,5.3710,-3.0753,10.3635,2,CA3,52,0,0,Awake
1030.4339,1030.4711,1030.4835,4.6743,635.4616,49.5994,2576116,2576209,2576240,2576116,2576209,2576240,120.9692,6.0484,-3.0746,0.3180,2,CA3,52,0,0,Awake
1034.0263,1034.0423,1034.0667,5.7607,888.6284,40.3995,2585097,2585137,2585198,2585097,2585137,2585198,120.9692,4.9355,-2.9933,3.5712,2,CA3,52,0,0,Awake
1085.0281,1085.0757,1085.0913,6.8397,999.3027,63.1992,2712603,2712722,2712761,2712603,2712722,2712761,120.9692,7.6935,-2.9928,51.0334,2,CA3,52,0,0,Awake
1093.5032,1093.5248,1093.5516,6.5826,1031.7743,48.3994,2733791,2733845,2733912,2733791,2733845,2733912,120.9692,5.9032,-3.0822,8.4491,2,CA3,52,0,0,Awake
1112.1190,1112.1486,1112.1594,5.5049,754.2256,40.3995,2780331,2780405,2780432,2780331,2780405,2780432,161.2923,6.5806,2.9980,18.6238,2,CA3,52,0,0,Awake
1116.1845,1116.2113,1116.2321,10.7391,1622.5887,47.5994,2790495,2790562,2790614,2790495,2790562,2790614,120.9692,5.8065,3.0350,4.0628,2,CA3,52,0,0,Awake
1121.8416,1121.8576,1121.8856,7.3322,1007.5804,43.9995,2804638,2804678,2804748,2804638,2804678,2804748,120.9692,5.3710,3.0253,5.6463,2,CA3,52,0,0,Awake
1193.4884,1193.5084,1193.5304,7.1022,1099.0801,41.9995,2983757,2983807,2983862,2983757,2983807,2983862,120.9692,5.1290,-2.9556,71.6507,2,CA3,52,0,0,Awake
1196.3219,1196.3499,1196.3707,7.5531,1184.6290,48.7994,2990841,2990911,2990963,2990841,2990911,2990963,120.9692,5.9516,3.0520,2.8416,2,CA3,52,0,0,Awake
1216.6777,1216.6981,1216.7289,8.3962,1306.4830,51.1994,3041731,3041782,3041859,3041731,3041782,3041859,120.9692,6.2419,3.0563,20.3482,2,CA3,52,0,0,Awake
1226.7620,1226.7836,1226.8028,5.9597,933.8322,40.7995,3066942,3066996,3067044,3066942,3066996,3067044,120.9692,4.9839,3.1241,10.0855,2,CA3,52,0,0,Awake
1270.1498,1270.1658,1270.1970,11.7786,1628.9752,47.1994,3175413,3175453,3175531,3175413,3175453,3175531,120.9692,5.7581,3.0408,43.3823,2,CA3,52,0,0,Awake
1273.2250,1273.2430,1273.2678,7.2436,1116.2262,42.7995,3183101,3183146,3183208,3183101,3183146,3183208,120.9692,5.2258,-3.0822,3.0772,2,CA3,52,0,0,Awake
1283.3281,1283.3509,1283.3693,4.3327,675.3544,41.1995,3208359,3208416,3208462,3208359,3208416,3208462,120.9692,5.0323,3.1174,10.1079,2,CA3,52,0,0,Awake
1294.7879,1294.8183,1294.8303,4.1407,608.3295,42.3995,3237009,3237085,3237115,3237009,3237085,3237115,120.9692,5.1774,3.1153,11.4675,2,CA3,52,0,0,Awake
1295.9031,1295.9279,1295.9463,7.9811,1237.1886,43.1995,3239797,3239859,3239905,3239797,3239859,3239905,120.9692,5.2742,-3.0588,1.1096,2,CA3,52,0,0,Awake
1320.6376,1320.6620,1320.6824,5.9607,934.2165,44.7995,3301634,3301695,3301746,3301634,3301695,3301746,120.9692,5.4677,-3.0853,24.7341,2,CA3,52,0,0,Awake
1361.0691,1361.1095,1361.1335,6.5753,945.2240,64.3992,3402714,3402815,3402875,3402714,3402815,3402875,120.9692,7.8387,-3.1382,40.4475,2,CA3,52,0,0,Awake
1401.1915,1401.2331,1401.2507,4.2768,668.4317,59.1993,3503021,3503125,3503169,3503021,3503125,3503169,120.9692,7.2097,3.0855,40.1235,2,CA3,52,0,0,Awake
1423.3204,1423.3352,1423.3668,8.4286,1171.3767,46.3994,3558344,3558381,3558460,3558344,3558381,3558460,120.9692,5.6613,-2.9434,22.1021,2,CA3,52,0,0,Awake
1431.6259,1431.6427,1431.6683,8.3615,1244.1595,42.3995,3579108,3579150,3579214,3579108,3579150,3579214,120.9692,5.1774,-3.0703,8.3075,2,CA3,52,0,0,Awake
1446.1709,1446.1989,1446.2141,5.1065,714.3443,43.1995,3615471,3615541,3615579,3615471,3615541,3615579,161.2923,7.0323,3.1320,14.5562,2,CA3,52,0,0,Awake
1459.1580,1459.1764,1459.2016,5.6307,868.8199,43.5995,3647939,3647985,3648048,3647939,3647985,3648048,201.6153,8.8710,2.9895,12.9774,2,CA3,52,0,0,Awake
1500.6195,1500.6683,1500.6879,4.4911,688.0354,68.3992,3751594,3751716,3751765,3751594,3751716,3751765,120.9692,8.3226,-3.0594,41.4919,2,CA3,52,0,0,Awake
1502.5914,1502.6094,1502.6326,7.5061,1173.6339,41.1995,3756524,3756569,3756627,3756524,3756569,3756627,120.9692,5.0323,2.8416,1.9412,2,CA3,52,0,0,Awake
1521.4992,1521.5356,1521.5584,5.0188,779.9178,59.1993,3803794,3803885,3803942,3803794,3803885,3803942,120.9692,7.2097,-3.0856,18.9262,2,CA3,52,0,0,Awake
1530.3511,1530.3639,1530.3967,4.8719,735.9443,45.5994,3825924,3825956,3826038,3825924,3825956,3826038,120.9692,5.5645,3.0961,8.8283,2,CA3,52,0,0,Awake
1544.5517,1544.5689,1544.5989,8.2080,1244.3861,47.1994,3861426,3861469,3861544,3861426,3861469,3861544,120.9692,5.7581,-3.0427,14.2050,2,CA3,52,0,0,Awake
1599.8199,1599.8403,1599.8687,5.7710,904.9738,48.7994,3999598,3999649,3999720,3999598,3999649,3999720,120.9692,5.9516,-3.0928,55.2713,2,CA3,52,0,0,Awake
1615.9233,1615.9493,1615.9777,9.8213,1480.3112,54.3993,4039857,4039922,4039993,4039857,4039922,4039993,120.9692,6.6290,3.1092,16.1090,2,CA3,52,0,0,Awake
1640.2266,1640.2578,1640.2686,4.8582,669.9410,41.9995,4100616,4100694,4100721,4100616,4100694,4100721,161.2923,6.8387,3.0635,24.3085,2,CA3,52,0,0,Awake
1647.3377,1647.3465,1647.3789,4.3999,612.3524,41.1995,4118394,4118416,4118497,4118394,4118416,4118497,120.9692,5.0323,-3.0296,7.0887,2,CA3,52,0,0,Awake
1656.4024,1656.4400,1656.4796,5.1966,695.6453,77.1991,4141056,4141150,4141249,4141056,4141150,4141249,120.9692,9.3871,3.0844,9.0935,2,CA3,52,0,0,Awake
1664.1315,1664.1651,1664.1767,7.5115,981.2607,45.1995,4160379,4160463,4160492,4160379,4160463,4160492,161.2923,7.3548,3.0526,7.7251,2,CA3,52,0,0,Awake
1665.9083,1665.9391,1665.9531,5.4261,826.8889,44.7995,4164821,4164898,4164933,4164821,4164898,4164933,161.2923,7.2903,3.1008,1.7740,2,CA3,52,0,0,Awake
1689.0976,1689.1080,1689.1412,5.3068,731.4226,43.5995,4222795,4222821,4222904,4222795,4222821,4222904,120.9692,5.3226,-2.9497,23.1689,2,CA3,52,0,0,Awake
1715.6905,1715.7153,1715.7449,11.6166,1818.2923,54.3993,4289278,4289340,4289414,4289278,4289340,4289414,120.9692,6.6290,-3.0773,26.6073,2,CA3,52,0,0,Awake
1718.4260,1718.4460,1718.4816,7.2789,1099.9938,55.5993,4296117,4296167,4296256,4296117,4296167,4296256,120.9692,6.7742,-3.0179,2.7308,2,CA3,52,0,0,Awake
1722.8304,1722.8624,1722.8764,6.0635,885.2206,45.9994,4307128,4307208,4307243,4307128,4307208,4307243,120.9692,5.6129,-2.8638,4.4163,2,CA3,52,0,0,Awake
1725.1043,1725.1303,1725.1503,6.7408,1046.1775,45.9994,4312813,4312878,4312928,4312813,4312878,4312928,120.9692,5.6129,-2.8679,2.2680,2,CA3,52,0,0,Awake
