start_time,peak_time,end_time,peak_amplitude_z,peak_amplitude_power,duration_ms,abs_start_sample,abs_peak_sample,abs_end_sample,epoch_rel_start_sample,epoch_rel_peak_sample,epoch_rel_end_sample,peak_frequency_hz,n_cycles,peak_phase_rad,iri_s,shank,area,reference_channel_idx,epoch_idx,state_code,state_name
6354.9332,6354.9532,6354.9784,4.2963,646.4312,45.1995,15887525,15887575,15887638,6848573,6848623,6848686,120.9692,5.5161,-3.0969,15.2102,3,CA3,209,1,0,Awake
6404.3274,6404.3666,6404.3874,9.8689,1460.9710,59.9993,16011012,16011110,16011162,6972060,6972158,6972210,120.9692,7.3065,3.0403,49.4134,3,CA3,209,1,0,Awake
6494.2727,6494.3131,6494.3215,4.0418,574.7466,48.7994,16235878,16235979,16236000,7196926,7197027,7197048,161.2923,7.9355,3.0778,89.9465,3,CA3,209,1,0,Awake
6520.2120,6520.2424,6520.2560,4.9597,724.5361,43.9995,16300727,16300803,16300837,7261775,7261851,7261885,120.9692,5.3710,2.9397,25.9293,3,CA3,209,1,0,Awake
6618.3028,6618.3328,6618.3512,5.2135,741.9040,48.3994,16545957,16546032,16546078,7507005,7507080,7507126,120.9692,5.9032,3.0694,98.0904,3,CA3,209,1,0,Awake
6853.1627,6853.1883,6853.2179,7.7423,1071.6102,55.1993,17133114,17133178,17133252,8094162,8094226,8094300,161.2923,8.9677,3.0824,65.7616,3,CA3,209,1,0,Awake
6886.5123,6886.5575,6886.5979,4.9642,670.2665,85.5990,17216489,17216602,17216703,8177537,8177650,8177751,120.9692,10.4032,-3.0847,33.3692,3,CA3,209,1,0,Awake
7165.2842,7165.3002,7165.3262,8.4983,1243.8272,41.9995,17913427,17913467,17913532,8874475,8874515,8874580,120.9692,5.1290,-3.1180,105.9767,3,CA3,209,1,0,Awake
7209.6668,7209.6848,7209.7100,7.3540,1121.0757,43.1995,18024385,18024430,18024493,8985433,8985478,8985541,120.9692,5.2742,2.9424,44.3847,3,CA3,209,1,0,Awake
7217.1967,7217.2335,7217.2471,9.3314,1111.7323,50.3994,18043210,18043302,18043336,9004258,9004350,9004384,120.9692,6.1452,3.1261,7.5487,3,CA3,209,1,0,Awake
7224.8278,7224.8474,7224.8686,5.7125,864.5563,40.7995,18062288,18062337,18062390,9023336,9023385,9023438,120.9692,4.9839,3.0452,7.6139,3,CA3,209,1,0,Awake
7418.3463,7418.3571,7418.4055,5.5434,718.1915,59.1993,18546090,18546117,18546238,9507138,9507165,9507286,161.2923,9.6129,-2.9330,89.4365,3,CA3,209,1,0,Awake
7530.5285,7530.5457,7530.5725,5.6696,866.4674,43.9995,18826549,18826592,18826659,9787597,9787640,9787707,120.9692,5.3710,2.9044,22.1413,3,CA3,209,1,0,Awake
7698.8213,7698.8349,7698.8721,4.4679,671.9869,50.7994,19247286,19247320,19247413,10208334,10208368,10208461,120.9692,6.1935,3.1296,15.3762,3,CA3,209,1,0,Awake
7810.1352,7810.1772,7810.2084,8.7525,1339.9326,73.1991,19525574,19525679,19525757,10486622,10486727,10486805,161.2923,11.8710,3.0168,64.7352,3,CA3,209,1,0,Awake
7813.4267,7813.4459,7813.4699,7.7734,1171.1758,43.1995,19533803,19533851,19533911,10494851,10494899,10494959,120.9692,5.2742,-3.0344,3.2688,3,CA3,209,1,0,Awake
7836.1196,7836.1372,7836.1680,5.1706,784.2803,48.3994,19590536,19590580,19590657,10551584,10551628,10551705,120.9692,5.9032,-3.0038,4.1068,3,CA3,209,1,0,Awake
7851.9915,7852.0143,7852.0327,5.8387,884.3237,41.1995,19630216,19630273,19630319,10591264,10591321,10591367,120.9692,5.0323,3.0853,15.8770,3,CA3,209,1,0,Awake
7981.7119,7981.7331,7981.7523,7.8708,1208.1981,40.3995,19954521,19954574,19954622,10915569,10915622,10915670,120.9692,4.9355,-2.8455,11.7475,3,CA3,209,1,0,Awake
7983.4075,7983.4371,7983.4519,4.5374,685.2128,44.3995,19958760,19958834,19958871,10919808,10919882,10919919,120.9692,5.4194,-2.9680,1.7040,3,CA3,209,1,0,Awake
7983.5487,7983.5607,7983.5947,8.0802,1073.2753,45.9994,19959113,19959143,19959228,10920161,10920191,10920276,120.9692,5.6129,-2.9063,0.1236,3,CA3,209,1,0,Awake
8001.7108,8001.7328,8001.7524,4.7198,725.2282,41.5995,20004519,20004574,20004623,10965567,10965622,10965671,120.9692,5.0806,3.0511,18.1722,3,CA3,209,1,0,Awake
8005.9284,8005.9460,8006.0020,6.7331,1033.0176,73.5991,20015063,20015107,20015247,10976111,10976155,10976295,120.9692,8.9516,-3.0901,4.2131,3,CA3,209,1,0,Awake
8007.5288,8007.5708,8007.5800,4.7367,640.6218,51.1994,20019064,20019169,20019192,10980112,10980217,10980240,120.9692,6.2419,-3.0852,1.6248,3,CA3,209,1,0,Awake
8011.4059,8011.4523,8011.4667,4.4914,689.9008,60.7993,20028757,20028873,20028909,10989805,10989921,10989957,120.9692,7.4032,-2.8229,3.8816,3,CA3,209,1,0,Awake
8011.9951,8012.0247,8012.0427,6.0535,927.2024,47.5994,20030230,20030304,20030349,10991278,10991352,10991397,120.9692,5.8065,2.9632,0.5724,3,CA3,209,1,0,Awake
8020.0354,8020.0418,8020.0778,5.2510,534.1711,42.3995,20050331,20050347,20050437,11011379,11011395,11011485,120.9692,5.1774,2.9745,8.0171,3,CA3,209,1,0,Awake
8021.4274,8021.4370,8021.4686,4.1577,570.3422,41.1995,20053811,20053835,20053914,11014859,11014883,11014962,120.9692,5.0323,-3.0897,1.3952,3,CA3,209,1,0,Awake
8022.5306,8022.5690,8022.5794,5.4244,585.3628,48.7994,20056569,20056665,20056691,11017617,11017713,11017739,120.9692,5.9516,-3.0967,1.1320,3,CA3,209,1,0,Awake
8039.5640,8039.5940,8039.6192,4.4425,643.3882,55.1993,20099153,20099228,20099291,11060201,11060276,11060339,120.9692,6.7258,-2.9908,17.0250,3,CA3,209,1,0,Awake
8047.0707,8047.0783,8047.1111,5.2751,589.9460,40.3995,20117920,20117939,20118021,11078968,11078987,11079069,120.9692,4.9355,-3.1285,7.4843,3,CA3,209,1,0,Awake
8059.6493,8059.6805,8059.6921,6.7822,870.3304,42.7995,20149367,20149445,20149474,11110415,11110493,11110522,120.9692,5.2258,-3.0135,12.6022,3,CA3,209,1,0,Awake
8060.6397,8060.6541,8060.6853,6.5912,903.0169,45.5994,20151843,20151879,20151957,11112891,11112927,11113005,120.9692,5.5645,-3.0262,0.9736,3,CA3,209,1,0,Awake
8063.5313,8063.5765,8063.6369,6.8622,379.2238,105.5987,20159072,20159185,20159336,11120120,11120233,11120384,120.9692,12.8226,3.0864,2.9224,3,CA3,209,1,0,Awake
8076.7019,8076.7551,8076.7707,6.1875,949.3455,68.7992,20191999,20192132,20192171,11153047,11153180,11153219,120.9692,8.3710,-3.0563,13.1786,3,CA3,209,1,0,Awake
8088.3462,8088.3814,8088.4062,7.7084,1161.4801,59.9993,20221110,20221198,20221260,11182158,11182246,11182308,161.2923,9.7419,3.0121,4.5591,3,CA3,209,1,0,Awake
8097.0085,8097.0265,8097.0677,6.1723,944.8537,59.1993,20242766,20242811,20242914,11203814,11203859,11203962,120.9692,7.2097,3.0962,8.6451,3,CA3,209,1,0,Awake
8127.9641,8127.9809,8128.0049,6.7388,1035.2867,40.7995,20320156,20320198,20320258,11281204,11281246,11281306,120.9692,4.9839,-3.0544,15.1698,3,CA3,209,1,0,Awake
8184.9510,8184.9754,8184.9970,9.7292,1489.0593,45.9994,20462625,20462686,20462740,11423673,11423734,11423788,120.9692,5.6129,-3.1150,56.9945,3,CA3,209,1,0,Awake
8202.4324,8202.4436,8202.4804,4.0387,606.2565,47.9994,20506329,20506357,20506449,11467377,11467405,11467497,120.9692,5.8548,2.9683,17.4682,3,CA3,209,1,0,Awake
8203.6500,8203.7044,8203.7192,5.8946,897.3080,69.1992,20509373,20509509,20509546,11470421,11470557,11470594,120.9692,8.4194,2.9763,1.2608,3,CA3,209,1,0,Awake
8208.2087,8208.2187,8208.2523,4.6331,616.9589,43.5995,20520770,20520795,20520879,11481818,11481843,11481927,120.9692,5.3226,2.9355,4.5143,3,CA3,209,1,0,Awake
8241.5687,8241.5871,8241.6171,6.1550,930.8309,48.3994,20604171,20604217,20604292,11565219,11565265,11565340,120.9692,5.9032,2.9817,33.3684,3,CA3,209,1,0,Awake
8251.6694,8251.6894,8251.7482,5.1526,789.7185,78.7990,20629423,20629473,20629620,11590471,11590521,11590668,120.9692,9.5806,3.1401,10.1023,3,CA3,209,1,0,Awake
8267.1744,8267.2264,8267.2540,19.0386,2905.7982,79.5990,20668186,20668316,20668385,11629234,11629364,11629433,120.9692,9.6774,-3.1337,15.5370,3,CA3,209,1,0,Awake
8286.7658,8286.7794,8286.8090,4.1060,619.1412,43.1995,20717165,20717199,20717273,11678213,11678247,11678321,120.9692,5.2742,-3.0493,19.5530,3,CA3,209,1,0,Awake
8356.6574,8356.6782,8356.7238,13.8897,2075.4160,66.3992,20891896,20891948,20892062,11852944,11852996,11853110,120.9692,8.0806,-3.0821,7.8635,3,CA3,209,1,0,Awake
8372.8652,8372.9020,8372.9188,6.5552,1007.7814,53.5994,20932416,20932508,20932550,11893464,11893556,11893598,120.9692,6.5323,-3.1063,16.2238,3,CA3,209,1,0,Awake
8373.7679,8373.7887,8373.8099,4.1794,642.1384,41.9995,20934673,20934725,20934778,11895721,11895773,11895826,120.9692,5.1290,-2.6621,0.8868,3,CA3,209,1,0,Awake
8383.5350,8383.5562,8383.5794,9.3172,1418.8450,44.3995,20959091,20959144,20959202,11920139,11920192,11920250,120.9692,5.4194,2.9089,9.7675,3,CA3,209,1,0,Awake
8383.7502,8383.7614,8383.8110,4.4381,633.7509,60.7993,20959629,20959657,20959781,11920677,11920705,11920829,120.9692,7.4032,2.8428,0.2052,3,CA3,209,1,0,Awake
8416.3334,8416.3490,8416.3750,7.3966,1051.6512,41.5995,21041088,21041127,21041192,12002136,12002175,12002240,120.9692,5.0806,-3.0810,23.1329,3,CA3,209,1,0,Awake
8478.3251,8478.3871,8478.3959,5.4431,628.3988,70.7991,21196069,21196224,21196246,12157117,12157272,12157294,120.9692,8.6129,3.0566,20.5154,3,CA3,209,1,0,Awake
8488.6994,8488.7122,8488.7398,7.5058,1033.5509,40.3995,21222005,21222037,21222106,12183053,12183085,12183154,120.9692,4.9355,-2.9535,10.3251,3,CA3,209,1,0,Awake
8536.4200,8536.4460,8536.4756,15.1684,2262.7455,55.5993,21341308,21341373,21341447,12302356,12302421,12302495,120.9692,6.7742,2.8551,47.7338,3,CA3,209,1,0,Awake
8542.3031,8542.3347,8542.3495,5.5472,731.9434,46.3994,21356016,21356095,21356132,12317064,12317143,12317180,120.9692,5.6613,3.1023,5.8887,3,CA3,209,1,0,Awake
8580.3178,8580.3346,8580.3958,5.6469,861.9157,77.9991,21451054,21451096,21451249,12412102,12412144,12412297,120.9692,9.4839,3.1408,9.5415,3,CA3,209,1,0,Awake
8583.3922,8583.4262,8583.4406,6.9473,1019.6619,48.3994,21458740,21458825,21458861,12419788,12419873,12419909,120.9692,5.9032,3.0443,3.0916,3,CA3,209,1,0,Awake
8632.0552,8632.0716,8632.0984,9.3529,1300.5477,43.1995,21580399,21580440,21580507,12541447,12541488,12541555,120.9692,5.2742,3.1048,30.3460,3,CA3,209,1,0,Awake
8649.1142,8649.1530,8649.1614,6.5752,699.4387,47.1994,21623047,21623144,21623165,12584095,12584192,12584213,120.9692,5.7581,2.9752,17.0814,3,CA3,209,1,0,Awake
8848.0862,8848.1122,8848.1282,5.2513,807.1958,41.9995,22120483,22120548,22120588,13081531,13081596,13081636,120.9692,5.1290,3.0632,105.3195,3,CA3,209,1,0,Awake
8988.2521,8988.2857,8988.3017,5.6349,866.0483,49.5994,22470902,22470986,22471026,13431950,13432034,13432074,120.9692,6.0484,2.8090,140.1735,3,CA3,209,1,0,Awake
9007.2339,9007.2615,9007.2799,7.8657,1202.8784,45.9994,22518357,22518426,22518472,13479405,13479474,13479520,120.9692,5.6129,-2.9503,18.9758,3,CA3,209,1,0,Awake
9014.2030,9014.2314,9014.2610,7.0853,1051.0646,57.9993,22535780,22535851,22535925,13496828,13496899,13496973,120.9692,7.0645,-3.0471,6.9699,3,CA3,209,1,0,Awake
9026.2481,9026.2741,9026.2885,8.5630,1205.5589,40.3995,22565893,22565958,22565994,13526941,13527006,13527042,120.9692,4.9355,-3.1387,12.0427,3,CA3,209,1,0,Awake
9140.3363,9140.3639,9140.3887,13.6144,2074.8058,52.3994,22851117,22851186,22851248,13812165,13812234,13812296,120.9692,6.3871,2.7986,114.0898,3,CA3,209,1,0,Awake
9379.4254,9379.4730,9379.5302,4.6700,434.1709,104.7987,23448847,23448966,23449109,14409895,14410014,14410157,120.9692,12.7258,2.9948,12.3527,3,CA3,209,1,0,Awake
9388.3761,9388.3985,9388.4181,4.6343,689.1129,41.9995,23471224,23471280,23471329,14432272,14432328,14432377,120.9692,5.1290,-2.9118,8.9255,3,CA3,209,1,0,Awake
9390.0173,9390.0325,9390.0777,9.8449,1076.8467,60.3993,23475327,23475365,23475478,14436375,14436413,14436526,201.6153,12.2581,3.0416,1.6340,3,CA3,209,1,0,Awake
9434.6539,9434.6803,9434.6959,4.3751,603.7790,41.9995,23586920,23586986,23587025,14547968,14548034,14548073,161.2923,6.8387,-2.9510,9.5587,3,CA3,209,1,0,Awake
9602.3287,9602.3443,9602.3699,9.6074,1374.8846,41.1995,24006112,24006151,24006215,14967160,14967199,14967263,120.9692,5.0323,-2.9321,10.9303,3,CA3,209,1,0,Awake
9721.9252,9721.9612,9721.9700,4.3216,549.4398,44.7995,24305107,24305197,24305219,15266155,15266245,15266267,120.9692,5.4677,-2.9812,49.4806,3,CA3,209,1,0,Awake
9775.8066,9775.8462,9775.8554,6.1255,740.6072,48.7994,24439812,24439911,24439934,15400860,15400959,15400982,120.9692,5.9516,3.0286,53.8849,3,CA3,209,1,0,Awake
9788.4448,9788.5088,9788.5176,4.9764,644.4072,72.7991,24471408,24471568,24471590,15432456,15432616,15432638,120.9692,8.8548,3.0755,12.6626,3,CA3,209,1,0,Awake
9813.3381,9813.3613,9813.3965,7.0524,1049.2679,58.3993,24533642,24533700,24533788,15494690,15494748,15494836,120.9692,7.1129,3.0986,24.8525,3,CA3,209,1,0,Awake
9836.8771,9836.8951,9836.9179,9.3440,1403.9043,40.7995,24592490,24592535,24592592,15553538,15553583,15553640,120.9692,4.9839,-3.0393,23.5337,3,CA3,209,1,0,Awake
9837.9026,9837.9254,9837.9466,6.1498,945.0031,43.9995,24595054,24595111,24595164,15556102,15556159,15556212,120.9692,5.3710,3.1303,1.0304,3,CA3,209,1,0,Awake
9842.1910,9842.2018,9842.2494,5.5159,660.4639,58.3993,24605775,24605802,24605921,15566823,15566850,15566969,161.2923,9.4839,3.0815,4.2763,3,CA3,209,1,0,Awake
9857.5028,9857.5472,9857.5644,4.4850,686.2069,61.5993,24644055,24644166,24644209,15605103,15605214,15605257,120.9692,7.5000,2.9275,15.3454,3,CA3,209,1,0,Awake
9875.3770,9875.4042,9875.4270,8.9856,1369.4749,49.9994,24688741,24688809,24688866,15649789,15649857,15649914,120.9692,6.0968,-3.0164,17.8570,3,CA3,209,1,0,Awake
9877.0682,9877.0922,9877.1150,9.4152,1446.8233,46.7994,24692969,24693029,24693086,15654017,15654077,15654134,120.9692,5.7097,-3.1321,1.6880,3,CA3,209,1,0,Awake
9882.5701,9882.5945,9882.6133,5.1824,747.7014,43.1995,24706724,24706785,24706832,15667772,15667833,15667880,120.9692,5.2742,-2.9062,5.5023,3,CA3,209,1,0,Awake
9945.5901,9945.6537,9945.6621,5.3864,474.8373,71.9991,24864276,24864435,24864456,15825324,15825483,15825504,161.2923,11.6774,-3.0659,6.2563,3,CA3,209,1,0,Awake
9954.0932,9954.1412,9954.1572,7.0212,1074.5123,63.9992,24885534,24885654,24885694,15846582,15846702,15846742,161.2923,10.3871,-3.0971,8.4875,3,CA3,209,1,0,Awake
9999.1327,9999.1555,9999.1731,5.7622,860.7962,40.3995,24998134,24998191,24998235,15959182,15959239,15959283,120.9692,4.9355,3.1405,10.4883,3,CA3,209,1,0,Awake
10003.6678,10003.7042,10003.7154,5.5779,699.9107,47.5994,25009472,25009563,25009591,15970520,15970611,15970639,120.9692,5.8065,-3.1058,4.5487,3,CA3,209,1,0,Awake
10268.5214,10268.5362,10268.5662,4.5481,690.0611,44.7995,25671614,25671651,25671726,16632662,16632699,16632774,120.9692,5.4677,3.0221,32.0432,3,CA3,209,1,0,Awake
10401.1674,10401.1934,10401.2118,8.7948,1327.9469,44.3995,26003233,26003298,26003344,16964281,16964346,16964392,120.9692,5.4194,-2.9927,44.3323,3,CA3,209,1,0,Awake
10417.7032,10417.7208,10417.7676,6.7360,1025.7398,64.3992,26044573,26044617,26044734,17005621,17005665,17005782,120.9692,7.8387,-2.9669,16.5274,3,CA3,209,1,0,Awake
10422.6888,10422.7040,10422.7304,13.1448,1909.1475,41.5995,26057037,26057075,26057141,17018085,17018123,17018189,120.9692,5.0806,-3.0482,4.9831,3,CA3,209,1,0,Awake
10571.1026,10571.1290,10571.1442,6.0703,846.3628,41.5995,26428076,26428142,26428180,17389124,17389190,17389228,120.9692,5.0806,3.1126,24.2769,3,CA3,209,1,0,Awake
10578.4229,10578.4413,10578.4649,11.7774,1776.1361,41.9995,26446377,26446423,26446482,17407425,17407471,17407530,120.9692,5.1290,-3.0222,7.3123,3,CA3,209,1,0,Awake
10593.5059,10593.5179,10593.5547,6.0813,808.6978,48.7994,26484085,26484115,26484207,17445133,17445163,17445255,120.9692,5.9516,-2.9814,15.0766,3,CA3,209,1,0,Awake
10599.3446,10599.3594,10599.3858,5.5965,843.4698,41.1995,26498682,26498719,26498785,17459730,17459767,17459833,120.9692,5.0323,-3.0768,5.8415,3,CA3,209,1,0,Awake
10635.2674,10635.2994,10635.3126,5.0679,719.8680,45.1995,26588490,26588570,26588603,17549538,17549618,17549651,120.9692,5.5161,3.0155,35.9400,3,CA3,209,1,0,Awake
10644.2629,10644.2969,10644.3093,7.2599,951.9065,46.3994,26610979,26611064,26611095,17572027,17572112,17572143,120.9692,5.6613,3.0746,8.9975,3,CA3,209,1,0,Awake
10665.1746,10665.2046,10665.2210,5.9975,897.4280,46.3994,26663259,26663334,26663375,17624307,17624382,17624423,120.9692,5.6613,-3.0469,20.9077,3,CA3,209,1,0,Awake
10678.0149,10678.0329,10678.0569,7.1482,1079.8041,41.9995,26695360,26695405,26695465,17656408,17656453,17656513,120.9692,5.1290,-3.0923,12.8282,3,CA3,209,1,0,Awake
10679.2345,10679.2557,10679.2749,10.8270,1653.0069,40.3995,26698409,26698462,26698510,17659457,17659510,17659558,120.9692,4.9355,3.0288,1.2228,3,CA3,209,1,0,Awake
10682.0852,10682.1096,10682.1284,6.9464,1065.0168,43.1995,26705536,26705597,26705644,17666584,17666645,17666692,120.9692,5.2742,-3.1220,2.8540,3,CA3,209,1,0,Awake
10687.3304,10687.3472,10687.3720,9.7065,1468.8982,41.5995,26718649,26718691,26718753,17679697,17679739,17679801,120.9692,5.0806,-2.9168,5.2375,3,CA3,209,1,0,Awake
10704.8834,10704.9058,10704.9258,8.8285,1353.4059,42.3995,26762532,26762588,26762638,17723580,17723636,17723686,120.9692,5.1774,-3.1059,17.5586,3,CA3,209,1,0,Awake
10710.5225,10710.5445,10710.5673,9.3094,1431.2127,44.7995,26776630,26776685,26776742,17737678,17737733,17737790,120.9692,5.4677,2.9973,5.6387,3,CA3,209,1,0,Awake
10716.4460,10716.4604,10716.4868,4.2687,650.6482,40.7995,26791439,26791475,26791541,17752487,17752523,17752589,161.2923,6.6452,2.9573,5.9159,3,CA3,209,1,0,Awake
10725.8475,10725.8795,10725.8995,6.7403,968.3399,51.9994,26814943,26815023,26815073,17775991,17776071,17776121,120.9692,6.3387,-2.9917,9.4191,3,CA3,209,1,0,Awake
10734.9002,10734.9178,10734.9406,6.4519,987.8534,40.3995,26837575,26837619,26837676,17798623,17798667,17798724,120.9692,4.9355,-3.0970,9.0383,3,CA3,209,1,0,Awake
10738.5205,10738.5449,10738.5625,6.7256,998.3743,41.9995,26846626,26846687,26846731,17807674,17807735,17807779,120.9692,5.1290,2.9593,3.6272,3,CA3,209,1,0,Awake
10769.2030,10769.2162,10769.2454,4.4428,591.1706,42.3995,26923333,26923366,26923439,17884381,17884414,17884487,120.9692,5.1774,-3.0600,30.6712,3,CA3,209,1,0,Awake
10777.1737,10777.1857,10777.2173,7.1319,950.5779,43.5995,26943260,26943290,26943369,17904308,17904338,17904417,161.2923,7.0968,-3.0198,7.9695,3,CA3,209,1,0,Awake
10780.3156,10780.3428,10780.3620,13.0195,1861.6501,46.3994,26951115,26951183,26951231,17912163,17912231,17912279,120.9692,5.6613,2.9535,3.1572,3,CA3,209,1,0,Awake
10782.9660,10782.9916,10783.0168,9.5554,1446.3257,50.7994,26957741,26957805,26957868,17918789,17918853,17918916,120.9692,6.1935,-3.0394,2.6488,3,CA3,209,1,0,Awake
10804.6977,10804.7137,10804.7429,5.8300,849.3031,45.1995,27012071,27012111,27012184,17973119,17973159,17973232,120.9692,5.5161,-2.9807,21.7221,3,CA3,209,1,0,Awake
10813.8608,10813.8784,10813.9040,7.9907,1209.3533,43.1995,27034979,27035023,27035087,17996027,17996071,17996135,120.9692,5.2742,3.1286,9.1647,3,CA3,209,1,0,Awake
3637.6944,3637.7196,3637.7440,11.9459,3817.9673,49.5994,9094346,9094409,9094470,55394,55457,55518,120.9692,6.0484,3.0551,,4,CA3,281,1,0,Awake
3639.2420,3639.2556,3639.2840,9.4800,2662.5992,41.9995,9098215,9098249,9098320,59263,59297,59368,120.9692,5.1290,-2.9328,1.5360,4,CA3,281,1,0,Awake
3647.5131,3647.5367,3647.5567,17.4054,5499.1111,43.5995,9118893,9118952,9119002,79941,80000,80050,120.9692,5.3226,3.1342,8.2811,4,CA3,281,1,0,Awake
3667.0281,3667.0589,3667.0725,5.5184,1733.3921,44.3995,9167681,9167758,9167792,128729,128806,128840,161.2923,7.2258,3.0647,19.5222,4,CA3,281,1,0,Awake
3692.2022,3692.2170,3692.2526,4.1505,1251.6461,50.3994,9230617,9230654,9230743,191665,191702,191791,120.9692,6.1452,3.1037,25.1581,4,CA3,281,1,0,Awake
3704.7212,3704.7336,3704.7640,5.5451,1617.9652,42.7995,9261915,9261946,9262022,222963,222994,223070,120.9692,5.2258,2.9005,12.5166,4,CA3,281,1,0,Awake
3709.4315,3709.4571,3709.4755,6.6795,2049.9722,43.9995,9273691,9273755,9273801,234739,234803,234849,120.9692,5.3710,-3.0403,4.7235,4,CA3,281,1,0,Awake
3712.0223,3712.0483,3712.0631,7.0072,2091.4880,40.7995,9280168,9280233,9280270,241216,241281,241318,120.9692,4.9839,-2.9851,2.5912,4,CA3,281,1,0,Awake
3715.0515,3715.0659,3715.0987,5.4046,1623.8736,47.1994,9287741,9287777,9287859,248789,248825,248907,120.9692,5.7581,-3.1393,3.0176,4,CA3,281,1,0,Awake
3715.8699,3715.8887,3715.9119,4.6932,1495.6303,41.9995,9289787,9289834,9289892,250835,250882,250940,120.9692,5.1290,-3.0465,0.8228,4,CA3,281,1,0,Awake
3736.6644,3736.7008,3736.7192,8.0462,2446.9071,54.7993,9341774,9341865,9341911,302822,302913,302959,120.9692,6.6774,-2.9992,20.8121,4,CA3,281,1,0,Awake
3745.7627,3745.7847,3745.8039,7.1737,2293.5177,41.1995,9364520,9364575,9364623,325568,325623,325671,120.9692,5.0323,2.9380,9.0839,4,CA3,281,1,0,Awake
3764.3009,3764.3189,3764.3509,7.0630,2226.2090,49.9994,9410866,9410911,9410991,371914,371959,372039,120.9692,6.0968,3.0333,18.5342,4,CA3,281,1,0,Awake
3773.3260,3773.3460,3773.3756,4.6858,1495.0064,49.5994,9433429,9433479,9433553,394477,394527,394601,161.2923,8.0645,2.9201,9.0271,4,CA3,281,1,0,Awake
3777.4375,3777.4487,3777.4779,4.2635,1169.2800,40.3995,9443708,9443736,9443809,404756,404784,404857,120.9692,4.9355,3.1100,4.1028,4,CA3,281,1,0,Awake
3808.1744,3808.2092,3808.2200,4.9155,1316.6358,45.5994,9520551,9520638,9520665,481599,481686,481713,120.9692,5.5645,3.0765,30.7604,4,CA3,281,1,0,Awake
3815.0475,3815.0647,3815.1035,5.8986,1885.8373,55.9993,9537734,9537777,9537874,498782,498825,498922,161.2923,9.0968,3.1199,6.8555,4,CA3,281,1,0,Awake
3816.5199,3816.5726,3816.5838,4.6566,1429.7906,63.9992,9541415,9541547,9541575,502463,502595,502623,120.9692,7.7903,3.0417,1.5080,4,CA3,281,1,0,Awake
3818.3758,3818.4062,3818.4198,8.4635,2316.8117,43.9995,9546055,9546131,9546165,507103,507179,507213,120.9692,5.3710,-3.1176,1.8336,4,CA3,281,1,0,Awake
3840.3348,3840.3496,3840.3760,4.9383,1547.9302,41.1995,9600953,9600990,9601056,562001,562038,562104,161.2923,6.7097,-3.0535,21.9433,4,CA3,281,1,0,Awake
3842.6863,3842.7167,3842.7319,5.8496,1826.2329,45.5994,9606832,9606908,9606946,567880,567956,567994,120.9692,5.5645,-3.1139,2.3672,4,CA3,281,1,0,Awake
3851.8186,3851.8346,3851.8786,6.3197,2000.9608,59.9993,9629663,9629703,9629813,590711,590751,590861,120.9692,7.3065,-3.1251,9.1179,4,CA3,281,1,0,Awake
3856.1682,3856.1818,3856.2306,4.9933,1091.5671,62.3992,9640537,9640571,9640693,601585,601619,601741,120.9692,7.5968,2.9749,4.3471,4,CA3,281,1,0,Awake
3888.6070,3888.6406,3888.6530,5.0683,1534.5001,45.9994,9721635,9721719,9721750,682683,682767,682798,120.9692,5.6129,-2.9761,32.4588,4,CA3,281,1,0,Awake
3890.4390,3890.4614,3890.4822,7.3320,2341.5882,43.1995,9726215,9726271,9726323,687263,687319,687371,120.9692,5.2742,3.1287,1.8208,4,CA3,281,1,0,Awake
3895.4253,3895.4613,3895.4709,4.5723,1204.8321,45.5994,9738681,9738771,9738795,699729,699819,699843,120.9692,5.5645,3.0473,4.9999,4,CA3,281,1,0,Awake
3908.1379,3908.1579,3908.1783,15.7589,5038.2932,40.3995,9770463,9770513,9770564,731511,731561,731612,120.9692,4.9355,3.1349,12.6966,4,CA3,281,1,0,Awake
3929.8105,3929.8245,3929.8725,4.8964,1335.5468,61.9993,9824645,9824680,9824800,785693,785728,785848,120.9692,7.5484,-3.0383,21.6665,4,CA3,281,1,0,Awake
3935.4640,3935.4908,3935.5072,4.5949,1466.0979,43.1995,9838779,9838846,9838887,799827,799894,799935,120.9692,5.2742,-3.0561,5.6663,4,CA3,281,1,0,Awake
3967.9172,3967.9308,3967.9596,4.9769,1546.2471,42.3995,9919913,9919947,9920019,880961,880995,881067,161.2923,6.9032,3.0837,32.4400,4,CA3,281,1,0,Awake
3987.3598,3987.3698,3987.4130,4.7027,1223.0116,53.1994,9968520,9968545,9968653,929568,929593,929701,120.9692,6.4839,3.0326,19.4390,4,CA3,281,1,0,Awake
4008.2323,4008.2567,4008.2815,4.2740,1364.6336,49.1994,10020702,10020763,10020825,981750,981811,981873,120.9692,6.0000,-2.9245,20.8869,4,CA3,281,1,0,Awake
4051.0682,4051.0922,4051.1098,8.1856,2611.7179,41.5995,10127793,10127853,10127897,1088841,1088901,1088945,120.9692,5.0806,-3.1376,42.8355,4,CA3,281,1,0,Awake
4060.1305,4060.1485,4060.1713,6.7412,2153.5083,40.7995,10150449,10150494,10150551,1111497,1111542,1111599,120.9692,4.9839,3.1400,9.0563,4,CA3,281,1,0,Awake
4075.5015,4075.5179,4075.5463,4.6851,1474.1055,44.7995,10188877,10188918,10188989,1149925,1149966,1150037,120.9692,5.4677,3.1235,15.3694,4,CA3,281,1,0,Awake
